billId,tax,total,date,hour
1847,6.25,19.01,11/08/2018,0:56
1848,4.75,11.28,02/08/2018,21:18
1849,5.75,9.06,08/18/2018,1:41
1850,6.25,10.18,06/05/2018,23:10
1851,6.0,15.70,03/14/2018,1:59
1852,6.0,19.31,02/28/2018,23:58
1853,6.87,6.84,10/06/2018,18:19
1854,6.0,22.68,05/13/2018,21:30
1855,6.0,26.78,08/01/2018,20:54
1856,4.75,29.49,03/24/2018,0:40
1857,6.87,46.31,12/12/2018,1:5
1858,6.0,26.08,06/01/2018,20:5
1859,6.35,7.77,01/15/2018,20:18
1860,4.0,12.58,06/23/2018,0:16
1861,4.0,5.89,09/13/2018,17:37
1862,6.25,33.21,06/24/2018,17:25
1863,6.0,6.85,09/26/2018,18:49
1864,5.75,37.47,04/18/2018,21:43
1865,4.75,17.18,02/10/2018,16:7
1866,5.75,8.10,10/07/2018,16:25
1867,6.25,26.11,01/28/2018,18:35
1868,4.0,6.54,05/22/2018,16:23
1869,4.0,9.21,09/11/2018,18:23
1870,6.87,15.40,03/25/2018,20:9
1871,4.75,25.43,02/01/2018,23:1
1872,4.75,18.56,12/19/2018,23:35
1873,6.0,15.98,06/27/2018,0:26
1874,6.87,15.72,11/23/2018,21:10
1875,4.0,22.30,01/10/2018,21:57
1876,5.75,8.63,12/06/2018,16:32
1877,6.0,6.34,08/25/2018,19:51
1878,6.0,11.08,01/07/2018,1:51
1879,7.0,23.18,02/20/2018,0:10
1880,6.62,30.18,10/21/2018,15:35
1881,4.0,37.62,07/06/2018,16:23
1882,7.25,24.80,05/08/2018,23:47
1883,4.0,24.28,11/13/2018,21:45
1884,4.0,29.06,11/10/2018,19:19
1885,4.0,37.54,05/07/2018,23:41
1886,4.0,10.24,06/12/2018,22:15
1887,4.0,27.84,05/06/2018,18:9
1888,6.0,29.84,03/01/2018,20:19
1889,6.62,17.39,10/20/2018,21:30
1890,6.0,18.06,10/21/2018,17:26
1891,6.62,8.92,02/09/2018,18:42
1892,6.25,10.62,02/17/2018,23:25
1893,4.75,15.09,03/13/2018,21:35
1894,6.35,17.19,03/16/2018,0:52
1895,4.75,9.46,05/28/2018,0:24
1896,4.0,7.97,10/09/2018,19:44
1897,4.0,11.11,09/27/2018,1:51
1898,6.0,5.84,05/11/2018,22:8
1899,6.0,40.56,08/27/2018,19:28
1900,5.75,31.24,05/05/2018,19:2
1901,5.3,31.50,05/14/2018,16:25
1902,7.0,11.56,07/21/2018,19:39
1903,6.62,24.18,08/14/2018,23:53
1904,7.0,16.80,05/27/2018,17:13
1905,5.75,27.22,08/05/2018,23:36
1906,6.0,33.92,03/26/2018,1:11
1907,4.0,34.84,07/04/2018,23:46
1908,4.0,5.25,05/24/2018,16:38
1909,6.0,14.51,06/24/2018,1:28
1910,4.0,7.20,05/16/2018,0:57
1911,6.0,22.44,08/10/2018,18:42
1912,4.0,7.37,07/25/2018,19:30
1913,6.0,9.57,07/01/2018,23:34
1914,4.0,35.36,04/12/2018,23:7
1915,4.0,35.61,12/26/2018,22:39
1916,4.75,10.21,01/24/2018,23:44
1917,4.0,36.15,10/06/2018,0:42
1918,6.0,15.05,02/17/2018,23:30
1919,6.0,22.27,08/16/2018,1:11
1920,4.0,19.85,09/13/2018,19:23
1921,6.0,20.66,12/07/2018,18:12
1922,6.0,8.34,02/27/2018,16:55
1923,6.0,37.47,01/19/2018,20:51
1924,4.0,23.63,02/13/2018,23:11
1925,6.0,22.26,12/04/2018,19:26
1926,4.0,25.57,08/22/2018,22:46
1927,6.62,34.29,03/10/2018,21:40
1928,6.25,7.83,05/19/2018,23:6
1929,4.75,9.08,05/01/2018,0:11
1930,6.0,14.20,06/20/2018,18:50
1931,6.0,40.13,04/07/2018,0:5
1932,6.62,39.88,01/20/2018,21:9
1933,4.0,30.65,06/08/2018,19:55
1934,6.25,24.63,11/20/2018,15:19
1935,6.0,27.73,02/21/2018,22:47
1936,7.0,7.97,02/14/2018,16:37
1937,6.0,15.05,04/17/2018,17:50
1938,6.0,22.53,03/22/2018,1:27
1939,6.0,32.43,09/21/2018,23:41
1940,4.0,18.19,07/08/2018,20:48
1941,6.0,13.21,11/23/2018,21:11
1942,6.0,37.40,10/06/2018,22:13
1943,6.62,22.80,06/04/2018,21:36
1944,5.75,16.97,04/11/2018,1:42
1945,6.35,32.63,07/23/2018,17:14
1946,6.25,17.78,03/21/2018,18:58
1947,6.25,29.58,04/16/2018,23:53
1948,6.0,21.00,01/15/2018,20:19
1949,6.25,17.72,01/19/2018,17:28
1950,6.35,35.68,09/19/2018,19:29
1951,6.0,5.62,07/23/2018,15:40
1952,6.25,24.83,02/02/2018,1:54
1953,6.0,30.44,04/14/2018,17:1
1954,6.25,33.39,05/08/2018,23:35
1955,4.0,18.10,06/12/2018,18:47
1956,4.0,17.66,01/08/2018,18:43
1957,6.0,7.09,11/04/2018,22:53
1958,6.0,21.41,07/18/2018,17:29
1959,6.62,16.96,08/26/2018,16:59
1960,6.0,18.56,02/04/2018,17:20
1961,4.0,18.95,05/21/2018,19:41
1962,4.0,21.84,03/10/2018,20:37
1963,5.75,17.27,05/24/2018,16:4
1964,6.62,14.62,11/20/2018,21:43
1965,6.87,31.39,04/16/2018,18:25
1966,4.0,29.46,10/05/2018,21:51
1967,4.0,26.53,11/16/2018,17:38
1968,6.0,41.32,08/18/2018,16:4
1969,5.3,31.13,03/07/2018,19:51
1970,5.75,9.56,02/14/2018,17:28
1971,6.62,39.65,04/13/2018,19:49
1972,6.25,35.40,08/12/2018,17:25
1973,6.25,5.85,12/03/2018,17:53
1974,4.0,15.06,12/25/2018,21:38
1975,6.0,7.58,08/13/2018,23:46
1976,6.0,29.08,12/16/2018,19:31
1977,4.75,25.27,07/13/2018,17:39
1978,4.0,8.47,11/26/2018,22:6
1979,6.25,5.57,07/22/2018,1:24
1980,6.0,31.84,09/09/2018,21:50
1981,5.0,12.35,08/06/2018,0:10
1982,4.0,24.11,05/20/2018,22:20
1983,6.0,23.96,11/03/2018,16:12
1984,6.25,8.39,02/15/2018,1:49
1985,6.0,27.44,09/26/2018,0:55
1986,7.25,28.84,05/21/2018,0:39
1987,4.0,30.05,06/21/2018,18:30
1988,5.75,17.97,08/15/2018,0:24
1989,6.0,40.05,11/15/2018,23:11
1990,4.75,7.59,05/11/2018,20:58
1991,4.0,25.11,03/12/2018,15:51
1992,6.25,10.62,12/16/2018,20:1
1993,6.25,8.53,10/16/2018,19:18
1994,4.75,7.78,02/16/2018,16:3
1995,7.0,32.70,06/14/2018,20:59
1996,5.3,6.52,01/16/2018,19:29
1997,6.25,13.25,05/26/2018,22:14
1998,6.62,11.00,04/17/2018,19:2
1999,6.0,31.66,01/07/2018,18:4
2000,5.3,28.65,01/06/2018,16:19
2001,7.25,30.57,04/07/2018,16:39
2002,6.0,42.35,03/23/2018,20:56
2003,6.0,8.10,04/26/2018,21:36
2004,5.75,14.76,01/22/2018,18:12
2005,6.0,29.34,05/10/2018,15:34
2006,7.25,27.23,10/16/2018,17:31
2007,4.0,29.32,11/17/2018,20:11
2008,6.35,16.06,07/28/2018,17:23
2009,6.62,32.60,02/13/2018,20:40
2010,6.0,26.91,04/13/2018,17:48
2011,6.25,26.31,09/03/2018,17:42
2012,4.0,34.21,04/06/2018,17:25
2013,6.62,32.89,03/03/2018,22:36
2014,6.0,21.28,07/04/2018,1:37
2015,7.0,14.10,10/13/2018,18:43
2016,6.0,19.40,10/03/2018,0:12
2017,4.0,27.34,10/03/2018,23:39
2018,6.0,10.70,10/10/2018,19:43
2019,6.87,27.35,11/10/2018,20:58
2020,4.0,19.40,11/03/2018,15:33
2021,4.75,6.58,06/23/2018,0:43
2022,6.62,25.19,08/20/2018,23:47
2023,6.0,10.68,03/18/2018,20:57
2024,5.75,43.62,04/26/2018,16:23
2025,7.0,35.93,07/03/2018,18:57
2026,6.0,6.69,10/10/2018,17:40
2027,4.0,9.46,01/05/2018,18:12
2028,5.75,19.80,09/08/2018,21:59
2029,6.25,14.71,07/24/2018,23:2
2030,4.0,43.79,06/10/2018,20:14
2031,4.0,16.14,10/11/2018,17:41
2032,5.3,8.80,01/14/2018,15:51
2033,6.0,6.05,08/26/2018,17:14
2034,4.75,7.12,01/21/2018,22:51
2035,6.25,10.27,06/17/2018,16:4
2036,6.0,7.58,06/16/2018,19:4
2037,4.0,26.24,01/21/2018,16:9
2038,6.25,27.72,02/07/2018,20:48
2039,6.25,16.63,02/16/2018,19:59
2040,5.75,27.37,10/02/2018,18:11
2041,6.25,20.84,07/13/2018,18:10
2042,6.87,25.64,12/26/2018,18:5
2043,6.25,10.81,04/03/2018,15:15
2044,4.0,7.17,02/18/2018,23:44
2045,6.25,8.39,02/05/2018,22:54
2046,6.0,37.27,02/12/2018,23:9
2047,6.35,20.61,09/21/2018,15:46
2048,4.0,6.95,07/13/2018,18:13
2049,6.25,10.86,09/05/2018,21:59
2050,6.0,7.98,12/10/2018,21:38
2051,6.0,6.16,03/27/2018,15:1
2052,6.0,6.66,09/28/2018,23:6
2053,6.0,24.28,12/02/2018,15:10
2054,6.0,21.56,07/19/2018,22:50
2055,6.62,31.08,08/12/2018,0:48
2056,6.0,11.24,11/12/2018,21:58
2057,6.62,19.90,01/09/2018,23:51
2058,6.0,24.76,09/27/2018,23:58
2059,4.0,38.85,05/09/2018,16:23
2060,6.35,26.92,11/24/2018,18:6
2061,6.87,31.42,01/16/2018,0:43
2062,4.0,7.52,06/13/2018,19:19
2063,5.0,27.56,04/03/2018,16:24
2064,6.0,6.56,08/26/2018,17:57
2065,6.0,23.34,04/06/2018,19:7
2066,6.25,5.80,03/17/2018,1:45
2067,6.0,7.98,05/18/2018,23:33
2068,6.0,18.30,05/23/2018,15:54
2069,6.0,26.61,03/02/2018,0:11
2070,6.35,37.15,09/27/2018,21:3
2071,6.0,11.07,05/08/2018,1:35
2072,6.25,24.01,01/24/2018,21:41
2073,5.3,26.89,01/03/2018,19:41
2074,6.62,8.89,11/08/2018,17:11
2075,5.75,17.88,10/13/2018,19:25
2076,6.62,10.01,11/15/2018,17:31
2077,6.25,18.41,08/21/2018,17:44
2078,6.25,33.78,10/04/2018,22:8
2079,6.0,28.37,12/22/2018,23:23
2080,6.0,39.46,08/20/2018,0:5
2081,6.0,7.52,06/09/2018,0:58
2082,6.25,26.90,07/01/2018,20:36
2083,5.75,11.46,12/05/2018,23:8
2084,6.35,18.28,08/13/2018,18:6
2085,6.0,9.40,09/13/2018,16:24
2086,6.0,8.59,11/10/2018,0:30
2087,4.0,9.55,05/17/2018,21:1
2088,6.35,14.53,07/10/2018,23:48
2089,6.25,8.77,08/21/2018,20:47
2090,6.0,7.49,09/01/2018,23:4
2091,6.0,6.87,09/09/2018,0:52
2092,4.0,22.71,12/15/2018,15:40
2093,6.0,15.16,04/27/2018,21:10
2094,6.62,11.33,09/25/2018,17:48
2095,6.25,8.35,11/26/2018,16:2
2096,4.0,21.03,12/04/2018,19:59
2097,6.35,5.74,05/05/2018,21:33
2098,6.62,27.68,09/10/2018,22:22
2099,6.25,28.64,10/11/2018,20:48
2100,6.62,17.19,03/06/2018,15:36
2101,4.0,7.18,04/06/2018,21:37
2102,6.0,31.44,04/13/2018,15:42
2103,6.0,14.34,06/20/2018,17:16
2104,5.0,17.75,10/01/2018,23:48
2105,6.0,6.11,07/11/2018,18:38
2106,4.75,11.28,05/16/2018,15:4
2107,6.25,28.95,04/25/2018,23:15
2108,6.0,6.21,05/03/2018,23:1
2109,4.75,29.48,04/01/2018,19:52
2110,6.0,14.16,10/19/2018,21:13
2111,6.0,5.41,07/16/2018,0:19
2112,6.0,20.90,06/06/2018,18:6
2113,7.0,11.56,03/08/2018,0:46
2114,4.0,7.60,06/08/2018,22:47
2115,4.0,26.99,01/11/2018,18:17
2116,6.62,19.49,11/09/2018,19:28
2117,6.25,33.44,10/14/2018,15:2
2118,6.0,25.86,06/25/2018,1:8
2119,4.0,26.98,02/15/2018,17:51
2120,6.0,35.17,03/20/2018,23:2
2121,4.0,6.62,10/12/2018,1:33
2122,4.0,10.52,09/20/2018,23:20
2123,4.0,17.67,04/01/2018,1:42
2124,6.0,25.21,02/03/2018,21:38
2125,6.0,11.52,11/26/2018,18:59
2126,6.62,39.95,01/24/2018,22:10
2127,6.62,34.93,02/15/2018,19:15
2128,6.62,16.73,06/28/2018,23:12
2129,6.35,8.32,11/26/2018,17:24
2130,7.0,31.97,11/22/2018,20:19
2131,4.0,21.92,02/28/2018,16:33
2132,6.0,28.08,04/06/2018,17:44
2133,6.0,5.79,12/27/2018,17:25
2134,6.0,11.35,02/14/2018,1:37
2135,6.0,32.35,11/22/2018,22:11
2136,6.0,10.85,01/06/2018,19:37
2137,5.0,23.02,08/15/2018,19:42
2138,6.25,25.35,10/23/2018,21:54
2139,6.0,27.08,04/02/2018,17:34
2140,6.0,21.81,12/28/2018,20:10
2141,6.0,35.91,01/02/2018,0:46
2142,7.0,27.04,10/07/2018,17:58
2143,6.0,31.80,10/26/2018,18:2
2144,4.0,7.36,12/11/2018,22:16
2145,7.25,34.64,07/26/2018,16:1
2146,7.25,22.88,09/17/2018,22:1
2147,7.0,29.81,11/13/2018,18:4
2148,6.25,24.86,03/13/2018,23:8
2149,6.35,15.76,11/24/2018,16:3
2150,4.0,19.14,05/18/2018,0:25
2151,4.0,17.44,01/09/2018,20:17
2152,6.0,28.45,07/09/2018,23:6
2153,4.75,36.91,06/05/2018,18:25
2154,6.0,19.67,05/06/2018,21:23
2155,6.0,7.56,08/10/2018,0:1
2156,5.75,27.81,07/15/2018,22:54
2157,6.0,23.95,06/07/2018,23:20
2158,4.0,18.35,02/27/2018,18:36
2159,6.0,7.14,08/16/2018,22:15
2160,6.25,34.59,01/14/2018,20:10
2161,6.25,19.90,04/09/2018,23:48
2162,6.0,22.91,09/15/2018,18:44
2163,6.0,14.20,04/19/2018,21:28
2164,6.35,8.77,05/10/2018,15:34
2165,6.0,35.33,11/16/2018,1:36
2166,6.62,40.04,03/24/2018,19:17
2167,4.0,22.64,03/15/2018,19:10
2168,6.0,36.49,09/13/2018,1:18
2169,6.0,7.30,09/20/2018,23:28
2170,4.0,10.96,04/20/2018,19:22
2171,6.0,27.33,10/26/2018,20:16
2172,6.0,36.00,01/12/2018,17:46
2173,6.25,17.87,10/28/2018,0:5
2174,6.0,30.37,06/16/2018,18:39
2175,6.25,9.16,12/28/2018,19:25
2176,6.62,11.12,09/27/2018,15:53
2177,6.0,36.62,01/14/2018,21:43
2178,5.0,26.43,07/09/2018,19:15
2179,6.0,24.70,06/14/2018,22:5
2180,6.25,10.34,02/15/2018,18:10
2181,7.0,26.93,03/08/2018,0:52
2182,6.0,30.94,06/10/2018,15:18
2183,5.75,9.64,07/15/2018,22:56
2184,6.0,31.44,09/28/2018,20:20
2185,6.35,17.45,03/07/2018,0:29
2186,6.0,9.67,07/10/2018,17:8
2187,6.0,29.35,08/08/2018,16:55
2188,5.3,18.55,02/22/2018,15:58
2189,7.0,30.59,10/04/2018,16:48
2190,6.0,14.02,06/28/2018,19:54
2191,7.0,30.14,08/20/2018,18:6
2192,6.62,34.59,05/08/2018,23:19
2193,6.0,24.34,11/02/2018,22:16
2194,6.25,8.40,01/08/2018,16:59
2195,6.0,29.27,07/25/2018,16:47
2196,6.0,9.12,10/25/2018,20:34
2197,6.62,34.13,01/13/2018,15:41
2198,6.0,27.94,08/12/2018,23:28
2199,6.0,6.85,03/14/2018,20:14
2200,4.0,9.54,08/10/2018,16:36
2201,4.75,41.64,06/04/2018,1:2
2202,6.0,16.68,05/18/2018,22:47
2203,6.25,15.83,11/17/2018,17:47
2204,4.0,31.69,07/16/2018,23:37
2205,6.0,43.57,03/21/2018,17:21
2206,4.0,36.87,12/22/2018,1:45
2207,6.0,7.38,05/25/2018,19:51
2208,6.0,18.52,11/25/2018,20:53
2209,6.0,32.85,01/22/2018,22:47
2210,4.0,5.89,12/09/2018,16:37
2211,6.62,7.92,01/24/2018,18:37
2212,6.62,15.39,05/01/2018,21:31
2213,4.0,28.79,03/24/2018,20:48
2214,4.0,36.66,06/13/2018,0:45
2215,5.75,37.09,04/05/2018,20:28
2216,6.0,5.84,08/26/2018,20:1
2217,7.25,36.75,07/09/2018,22:29
2218,5.0,32.98,06/04/2018,15:46
2219,4.0,17.35,12/23/2018,18:57
2220,6.0,22.30,09/10/2018,16:28
2221,6.0,9.67,09/03/2018,0:46
2222,6.0,18.87,06/12/2018,0:45
2223,7.25,23.51,11/13/2018,21:28
2224,6.0,13.42,04/03/2018,19:21
2225,6.25,17.81,04/27/2018,21:9
2226,6.25,10.41,10/21/2018,1:27
2227,7.25,9.85,11/09/2018,21:20
2228,7.0,26.68,08/12/2018,23:15
2229,4.0,5.74,03/06/2018,23:14
2230,6.25,8.94,08/15/2018,20:43
2231,6.35,10.39,01/15/2018,15:14
2232,7.0,10.04,12/12/2018,21:37
2233,7.0,32.26,11/20/2018,23:46
2234,6.0,22.95,05/28/2018,0:31
2235,6.0,34.92,09/10/2018,22:38
2236,6.0,31.38,12/13/2018,0:13
2237,4.0,16.53,02/11/2018,22:7
2238,4.0,14.79,02/06/2018,16:59
2239,4.75,17.08,05/07/2018,21:3
2240,6.35,33.29,10/23/2018,15:13
2241,6.0,21.27,04/01/2018,17:18
2242,4.75,16.78,07/25/2018,15:11
2243,6.62,6.65,02/01/2018,1:34
2244,7.0,20.45,09/06/2018,0:13
2245,6.25,35.29,02/19/2018,17:27
2246,6.0,28.94,02/16/2018,22:58
2247,6.87,25.13,10/27/2018,0:9
2248,5.75,17.26,05/16/2018,15:47
2249,6.0,10.85,10/18/2018,17:57
2250,6.62,26.48,09/01/2018,0:38
2251,6.25,35.02,12/17/2018,20:14
2252,6.0,8.29,09/11/2018,23:40
2253,7.25,19.74,03/12/2018,15:40
2254,4.75,26.91,09/08/2018,18:7
2255,6.35,12.83,10/14/2018,15:14
2256,6.0,7.84,03/15/2018,15:11
2257,4.0,16.74,09/02/2018,23:43
2258,6.0,34.69,09/08/2018,23:52
2259,6.25,22.00,08/23/2018,1:12
2260,6.25,8.40,08/18/2018,17:51
2261,6.62,32.21,10/05/2018,19:25
2262,4.0,5.73,07/13/2018,23:10
2263,4.0,19.44,02/13/2018,19:44
2264,6.25,29.84,10/28/2018,20:20
2265,5.3,29.52,07/22/2018,0:17
2266,6.62,39.73,12/25/2018,22:28
2267,4.0,7.78,03/26/2018,22:43
2268,5.3,33.58,10/06/2018,21:38
2269,6.62,24.95,01/03/2018,0:33
2270,6.25,28.76,01/14/2018,23:49
2271,6.0,26.48,05/12/2018,21:25
2272,4.0,24.79,01/08/2018,16:55
2273,6.0,17.94,07/23/2018,15:25
2274,7.25,5.41,07/19/2018,1:30
2275,6.62,15.11,08/11/2018,19:27
2276,5.75,38.42,01/20/2018,22:29
2277,4.75,29.69,11/22/2018,22:15
2278,4.0,22.34,05/17/2018,1:46
2279,6.62,25.23,03/14/2018,22:12
2280,6.0,35.32,02/18/2018,19:51
2281,6.25,35.60,11/07/2018,19:7
2282,6.87,17.95,04/14/2018,19:4
2283,6.62,5.55,01/03/2018,22:16
2284,6.25,16.45,10/24/2018,15:22
2285,6.0,19.75,02/06/2018,20:7
2286,5.75,23.59,07/13/2018,21:32
2287,6.0,24.27,05/15/2018,20:59
2288,7.0,13.61,02/03/2018,18:30
2289,6.0,29.81,04/26/2018,20:56
2290,6.62,11.12,08/18/2018,18:48
2291,4.0,28.98,02/13/2018,23:34
2292,6.0,7.04,04/04/2018,0:26
2293,6.0,27.45,01/11/2018,1:46
2294,6.0,10.25,09/26/2018,22:42
2295,6.25,12.03,08/02/2018,23:5
2296,6.0,11.30,09/25/2018,16:57
2297,6.25,22.80,08/10/2018,17:2
2298,6.0,40.14,08/23/2018,22:31
2299,5.75,37.59,05/13/2018,19:49
2300,4.0,11.24,10/02/2018,1:27
2301,6.25,15.47,06/18/2018,18:35
2302,6.0,11.34,05/10/2018,17:12
2303,6.25,23.81,03/04/2018,20:29
2304,7.25,19.07,02/14/2018,15:17
2305,4.0,26.11,03/09/2018,20:40
2306,7.0,6.76,06/10/2018,19:28
2307,6.35,31.98,07/01/2018,15:51
2308,6.0,9.47,08/19/2018,21:13
2309,6.25,42.48,03/13/2018,1:4
2310,6.0,14.66,10/11/2018,23:8
2311,4.0,15.84,10/09/2018,21:31
2312,6.0,34.51,07/11/2018,1:34
2313,6.0,30.44,03/07/2018,21:1
2314,4.0,11.27,05/26/2018,22:18
2315,6.0,25.74,12/09/2018,0:17
2316,6.0,25.54,05/18/2018,18:40
2317,6.0,39.08,01/12/2018,15:23
2318,6.0,31.44,04/04/2018,20:12
2319,4.0,17.34,03/11/2018,18:15
2320,6.62,39.59,08/26/2018,21:6
2321,6.87,28.05,11/20/2018,15:36
2322,7.25,20.72,01/27/2018,22:5
2323,5.75,9.71,04/09/2018,18:29
2324,6.0,14.24,10/17/2018,16:24
2325,6.0,28.13,04/20/2018,18:5
2326,6.87,42.66,04/07/2018,20:16
2327,4.75,28.91,02/26/2018,19:45
2328,4.0,6.36,12/21/2018,16:38
2329,6.62,5.59,06/20/2018,0:25
2330,6.35,25.41,04/23/2018,20:16
2331,6.25,20.43,05/15/2018,22:15
2332,4.0,20.55,06/18/2018,20:12
2333,6.35,12.92,02/19/2018,17:14
2334,4.0,23.03,12/02/2018,0:28
2335,6.25,30.07,02/26/2018,20:52
2336,4.75,9.28,01/17/2018,21:39
2337,4.0,28.68,06/08/2018,22:6
2338,6.0,36.75,10/15/2018,0:6
2339,6.35,8.32,12/27/2018,22:5
2340,6.25,19.02,05/02/2018,21:51
2341,5.0,7.90,05/13/2018,23:33
2342,6.25,17.23,06/26/2018,15:29
2343,6.0,31.09,06/25/2018,17:22
2344,6.25,20.19,05/13/2018,20:2
2345,4.0,39.26,04/13/2018,19:46
2346,6.25,27.99,10/07/2018,19:45
2347,7.25,9.20,03/01/2018,22:50
2348,6.0,9.75,07/23/2018,23:29
2349,6.0,27.77,03/22/2018,15:38
2350,6.0,6.53,06/27/2018,15:4
2351,6.0,16.15,06/22/2018,18:39
2352,6.0,22.03,02/18/2018,20:31
2353,6.0,33.57,07/09/2018,20:9
2354,4.0,31.27,02/19/2018,21:36
2355,6.62,20.25,07/02/2018,21:44
2356,4.0,31.14,03/24/2018,0:56
2357,6.62,39.65,02/23/2018,20:5
2358,4.0,19.40,02/19/2018,23:17
2359,5.0,34.31,09/19/2018,19:13
2360,6.0,20.65,06/02/2018,21:41
2361,4.0,7.18,04/13/2018,17:20
2362,4.0,12.71,11/21/2018,17:46
2363,6.25,16.34,12/16/2018,23:15
2364,6.0,34.72,07/06/2018,16:43
2365,6.0,16.23,06/23/2018,23:15
2366,4.0,17.18,07/16/2018,20:18
2367,7.0,14.56,10/07/2018,19:3
2368,5.3,14.38,04/26/2018,0:19
2369,6.62,10.85,11/15/2018,0:44
2370,6.62,17.54,09/28/2018,22:43
2371,6.25,22.09,06/04/2018,16:28
2372,6.0,35.17,07/03/2018,16:31
2373,6.0,26.65,08/14/2018,22:44
2374,6.87,9.36,02/13/2018,0:49
2375,6.62,34.18,06/27/2018,17:19
2376,6.0,8.64,06/07/2018,22:49
2377,6.0,8.25,08/28/2018,20:31
2378,6.0,9.61,06/25/2018,16:31
2379,4.0,14.62,03/05/2018,19:18
2380,6.62,26.12,09/20/2018,16:52
2381,6.25,8.32,12/17/2018,20:26
2382,4.0,26.54,12/07/2018,20:44
2383,5.3,32.38,10/09/2018,22:54
2384,6.0,13.26,02/19/2018,15:8
2385,6.0,31.44,08/21/2018,1:48
2386,5.75,16.86,01/11/2018,1:37
2387,4.0,22.58,12/09/2018,17:16
2388,6.0,7.83,09/24/2018,0:5
2389,6.87,23.85,01/08/2018,17:41
2390,5.0,6.92,12/23/2018,19:37
2391,4.0,22.15,07/17/2018,17:15
2392,4.0,6.33,01/19/2018,17:42
2393,6.0,36.52,02/24/2018,1:32
2394,6.0,37.31,08/10/2018,17:44
2395,6.0,38.65,06/19/2018,1:48
2396,5.0,26.52,04/20/2018,21:15
2397,6.25,10.17,07/04/2018,18:28
2398,6.25,6.13,05/09/2018,20:13
2399,6.0,8.35,03/20/2018,22:48
2400,6.0,7.31,10/04/2018,19:33
2401,4.0,30.68,01/07/2018,16:43
2402,5.75,11.18,11/25/2018,16:11
2403,4.0,6.23,02/01/2018,16:30
2404,4.0,8.47,07/06/2018,17:7
2405,6.0,21.68,11/02/2018,20:50
2406,5.75,24.30,02/26/2018,22:25
2407,4.75,9.46,11/19/2018,1:41
2408,4.0,19.08,09/18/2018,19:6
2409,7.0,19.48,06/07/2018,16:24
2410,7.25,39.74,01/20/2018,22:27
2411,6.25,28.03,03/18/2018,19:29
2412,7.25,21.75,07/24/2018,17:19
2413,6.0,26.56,07/14/2018,17:8
2414,6.0,8.28,05/01/2018,0:18
2415,4.0,29.85,02/01/2018,18:23
2416,4.0,8.77,11/07/2018,21:46
2417,6.62,8.69,01/12/2018,20:44
2418,4.0,8.48,09/24/2018,23:8
2419,6.25,39.94,10/01/2018,19:6
2420,6.0,16.83,04/15/2018,15:21
2421,4.75,11.28,09/10/2018,17:34
2422,6.0,14.08,02/25/2018,19:48
2423,6.0,38.70,04/24/2018,0:39
2424,4.0,8.83,03/28/2018,1:53
2425,4.0,15.27,12/27/2018,15:3
2426,6.0,32.86,11/02/2018,23:56
2427,4.0,15.95,08/03/2018,20:6
2428,6.62,7.02,01/17/2018,1:24
2429,5.75,24.93,11/27/2018,15:19
2430,6.62,26.30,11/09/2018,23:16
2431,6.0,13.74,03/23/2018,19:8
2432,6.0,23.11,01/10/2018,20:19
2433,6.35,23.94,11/15/2018,23:47
2434,5.0,25.01,08/20/2018,15:32
2435,4.0,19.12,10/14/2018,0:34
2436,6.25,25.86,01/20/2018,20:2
2437,6.0,29.92,03/05/2018,23:24
2438,4.0,8.14,05/04/2018,19:7
2439,6.25,18.22,05/01/2018,20:59
2440,6.87,32.54,12/28/2018,23:51
2441,4.0,35.24,05/06/2018,0:35
2442,6.62,31.63,04/23/2018,1:31
2443,4.0,24.04,04/16/2018,23:42
2444,6.25,31.55,06/28/2018,22:21
2445,5.75,6.56,06/07/2018,0:21
2446,7.25,10.11,07/02/2018,16:48
2447,6.25,23.50,09/04/2018,15:27
2448,6.0,14.99,04/19/2018,22:24
2449,4.0,16.08,09/27/2018,16:26
2450,6.87,31.25,11/20/2018,22:39
2451,6.62,34.13,08/01/2018,18:44
2452,6.0,17.13,03/13/2018,18:48
2453,6.0,25.14,04/28/2018,21:5
2454,5.0,35.52,04/15/2018,20:49
2455,6.25,36.88,11/13/2018,23:47
2456,6.62,14.68,02/17/2018,23:25
2457,6.35,20.96,12/20/2018,0:44
2458,4.75,34.31,04/10/2018,16:14
2459,6.25,39.44,11/25/2018,17:57
2460,4.0,26.82,11/14/2018,18:48
2461,4.0,35.13,10/25/2018,21:36
2462,6.62,36.88,04/09/2018,0:10
2463,6.62,8.30,08/26/2018,22:31
2464,4.75,5.36,02/06/2018,0:43
2465,6.0,17.59,09/12/2018,1:43
2466,6.0,30.42,01/26/2018,19:15
2467,6.0,5.71,04/16/2018,1:16
2468,6.0,5.71,01/10/2018,17:45
2469,6.0,13.55,08/19/2018,0:50
2470,6.62,9.95,04/20/2018,21:41
2471,6.0,30.72,02/05/2018,20:54
2472,6.62,35.25,12/16/2018,19:13
2473,6.62,23.51,02/25/2018,15:23
2474,6.0,28.79,10/21/2018,17:34
2475,4.0,12.48,03/28/2018,23:1
2476,4.0,17.88,12/11/2018,0:54
2477,6.0,39.91,04/07/2018,23:52
2478,6.25,5.84,05/07/2018,21:57
2479,4.0,35.66,12/13/2018,23:15
2480,4.0,41.24,08/03/2018,18:48
2481,6.25,36.52,05/13/2018,16:57
