transactionId,drinkerId,barId,billId,itemId,price
5075,274,84,2031,15,10.05
5076,274,84,2031,10,9.33
5077,274,84,2031,45,8.93
5078,274,84,2031,10,9.33
5079,245,5,2032,0,5.13
5080,245,5,2032,49,10.91
5081,308,9,2033,4,8.13
5082,308,9,2033,13,6.23
5083,615,0,2034,12,9.42
5084,615,0,2034,45,8.84
5085,615,0,2034,45,8.84
5086,38,12,2035,14,7.43
5087,38,12,2035,5,7.24
5088,38,12,2035,10,9.29
5089,303,95,2036,45,8.89
5090,303,95,2036,26,8.58
5091,877,34,2037,7,9.01
5092,988,94,2038,3,5.22
5093,468,44,2039,33,9.57
5094,468,44,2039,4,8.12
5095,468,44,2039,24,10.14
5096,468,44,2039,8,9.18
5097,43,27,2040,6,6.15
5098,192,66,2041,9,5.3
5099,192,66,2041,9,5.3
5100,192,66,2041,48,7.98
5101,192,66,2041,6,6.18
5102,0,64,2042,42,10.66
5103,0,64,2042,18,8.24
5104,862,50,2043,24,10.15
5105,284,70,2044,14,7.44
5106,502,43,2045,5,7.25
5107,502,43,2045,43,6.93
5108,110,7,2046,43,6.92
5109,262,18,2047,15,10.05
5110,262,18,2047,28,10.31
5111,262,18,2047,3,5.24
5112,757,39,2048,13,6.24
5113,757,39,2048,9,5.4
5114,243,67,2049,16,6.37
5115,245,5,2050,31,7.79
5116,245,5,2050,48,7.88
5117,245,5,2050,31,7.79
5118,235,48,2051,9,5.39
5119,235,48,2051,21,5.66
5120,235,48,2051,32,6.7
5121,314,38,2052,4,8.14
5122,314,38,2052,32,6.66
5123,189,7,2053,18,8.25
5124,189,7,2053,7,9.04
5125,135,93,2054,20,8.42
5126,135,93,2054,32,6.68
5127,135,93,2054,8,9.17
5128,431,28,2055,37,6.71
5129,431,28,2055,24,10.12
5130,828,0,2056,8,9.2
5131,828,0,2056,3,5.15
5132,828,0,2056,8,9.2
5133,736,19,2057,48,8.0
5134,736,19,2057,28,10.3
5135,736,19,2057,30,10.38
5136,736,19,2057,34,9.74
5137,550,10,2058,38,8.71
5138,921,49,2059,46,10.78
5139,921,49,2059,14,7.48
5140,921,49,2059,14,7.48
5141,772,98,2060,48,7.92
5142,772,98,2060,20,8.34
5143,541,50,2061,24,10.15
5144,136,48,2062,36,5.99
5145,136,48,2062,36,5.99
5146,136,48,2062,45,8.86
5147,835,97,2063,10,9.3
5148,835,97,2063,45,8.86
5149,835,97,2063,45,8.86
5150,835,97,2063,0,5.12
5151,577,53,2064,23,7.64
5152,577,53,2064,37,6.74
5153,577,53,2064,22,5.76
5154,577,53,2064,37,6.74
5155,424,7,2065,4,8.16
5156,424,7,2065,4,8.16
5157,424,7,2065,4,8.16
5158,424,7,2065,7,9.04
5159,110,50,2066,42,10.72
5160,465,47,2067,17,5.56
5161,465,47,2067,40,6.84
5162,803,79,2068,9,5.3
5163,803,79,2068,13,6.23
5164,803,79,2068,13,6.23
5165,803,79,2068,47,10.9
5166,679,52,2069,33,9.58
5167,679,52,2069,30,10.43
5168,679,52,2069,33,9.58
5169,673,43,2070,7,9.1
5170,673,43,2070,4,8.14
5171,250,10,2071,24,10.12
5172,250,10,2071,13,6.29
5173,250,10,2071,24,10.12
5174,250,10,2071,40,6.89
5175,911,11,2072,4,8.15
5176,911,11,2072,23,7.71
5177,911,11,2072,33,9.65
5178,490,58,2073,21,5.69
5179,490,58,2073,7,9.07
5180,490,58,2073,23,7.64
5181,490,58,2073,23,7.64
5182,181,73,2074,20,8.41
5183,181,73,2074,3,5.25
5184,181,73,2074,20,8.41
5185,726,82,2075,3,5.28
5186,726,82,2075,32,6.65
5187,726,82,2075,3,5.28
5188,726,82,2075,46,10.77
5189,439,58,2076,23,7.64
5190,439,58,2076,43,6.95
5191,721,38,2077,18,8.2
5192,721,38,2077,16,6.32
5193,433,64,2078,2,7.12
5194,433,64,2078,38,8.81
5195,686,43,2079,45,8.85
5196,686,43,2079,19,6.45
5197,854,61,2080,36,5.89
5198,459,56,2081,20,8.45
5199,459,56,2081,5,7.28
5200,553,20,2082,12,9.42
5201,553,20,2082,10,9.29
5202,189,7,2083,42,10.69
5203,189,7,2083,43,6.92
5204,189,7,2083,15,10.03
5205,189,7,2083,42,10.69
5206,813,38,2084,16,6.32
5207,813,38,2084,35,10.47
5208,813,38,2084,18,8.2
5209,813,38,2084,18,8.2
5210,798,32,2085,3,5.21
5211,718,10,2086,45,8.97
5212,718,10,2086,38,8.71
5213,718,10,2086,9,5.31
5214,484,57,2087,32,6.65
5215,548,18,2088,3,5.24
5216,548,18,2088,3,5.24
5217,548,18,2088,20,8.36
5218,548,18,2088,15,10.05
5219,672,66,2089,9,5.3
5220,672,66,2089,27,10.19
5221,389,94,2090,24,10.11
5222,389,94,2090,8,9.2
5223,389,94,2090,31,7.76
5224,891,83,2091,39,9.83
5225,891,83,2091,0,5.01
5226,891,83,2091,25,9.53
5227,300,39,2092,43,6.92
5228,300,39,2092,32,6.65
5229,300,39,2092,22,5.77
5230,231,92,2093,38,8.76
5231,231,92,2093,45,8.93
5232,211,47,2094,14,7.53
5233,211,47,2094,34,9.76
5234,907,67,2095,4,8.07
5235,907,67,2095,16,6.37
5236,113,94,2096,38,8.81
5237,113,94,2096,18,8.24
5238,113,94,2096,18,8.24
5239,113,94,2096,17,5.47
5240,483,46,2097,8,9.18
5241,483,46,2097,18,8.33
5242,483,46,2097,35,10.54
5243,893,33,2098,3,5.21
5244,893,33,2098,3,5.21
5245,794,95,2099,43,6.94
5246,794,95,2099,32,6.68
5247,794,95,2099,26,8.58
5248,249,19,2100,46,10.73
5249,249,19,2100,21,5.6
5250,688,79,2101,7,9.03
5251,688,79,2101,32,6.68
5252,210,7,2102,16,6.3
5253,210,7,2102,7,9.04
5254,210,7,2102,15,10.03
5255,210,7,2102,23,7.66
5256,434,71,2103,45,8.93
5257,434,71,2103,39,9.83
5258,434,71,2103,45,8.93
5259,711,67,2104,16,6.37
5260,711,67,2104,2,7.1
5261,711,67,2104,26,8.52
5262,939,5,2105,31,7.79
5263,939,5,2105,49,10.91
5264,610,7,2106,18,8.25
5265,172,59,2107,12,9.39
5266,841,71,2108,45,8.93
5267,467,12,2109,30,10.43
5268,739,1,2110,32,6.64
5269,739,1,2110,47,10.89
5270,739,1,2110,26,8.65
5271,739,1,2110,14,7.48
5272,594,39,2111,22,5.77
5273,594,39,2111,5,7.22
5274,430,32,2112,3,5.21
5275,793,44,2113,0,5.04
5276,681,77,2114,43,7.0
5277,365,68,2115,21,5.66
5278,365,68,2115,36,5.86
5279,365,68,2115,42,10.66
5280,787,83,2116,1,6.05
5281,787,83,2116,28,10.3
5282,787,83,2116,0,5.01
5283,787,83,2116,1,6.05
5284,724,48,2117,36,5.99
5285,724,48,2117,31,7.82
5286,724,48,2117,21,5.66
5287,724,48,2117,36,5.99
5288,128,51,2118,17,5.45
5289,128,51,2118,37,6.76
5290,128,51,2118,20,8.39
5291,128,51,2118,20,8.39
5292,230,89,2119,45,8.91
5293,230,89,2119,39,9.78
5294,493,34,2120,8,9.21
5295,493,34,2120,33,9.56
5296,520,49,2121,8,9.12
5297,520,49,2121,14,7.48
5298,520,49,2121,4,8.15
5299,984,41,2122,40,6.89
5300,984,41,2122,38,8.81
5301,831,18,2123,18,8.21
5302,312,36,2124,48,7.9
5303,312,36,2124,39,9.8
5304,552,64,2125,18,8.24
5305,552,64,2125,1,6.06
5306,906,36,2126,48,7.9
5307,906,36,2126,4,8.06
5308,906,36,2126,32,6.64
5309,638,80,2127,2,7.04
5310,638,80,2127,32,6.66
5311,638,80,2127,23,7.66
5312,638,80,2127,2,7.04
5313,231,65,2128,8,9.18
5314,231,65,2128,27,10.24
5315,231,65,2128,8,9.18
5316,231,65,2128,27,10.24
5317,412,29,2129,5,7.28
5318,412,29,2129,15,10.04
5319,412,29,2129,5,7.28
5320,412,29,2129,35,10.51
5321,839,32,2130,22,5.86
5322,839,32,2130,15,10.08
5323,839,32,2130,22,5.86
5324,148,36,2131,48,7.9
5325,148,36,2131,39,9.8
5326,31,66,2132,27,10.19
5327,31,66,2132,15,10.05
5328,31,66,2132,6,6.18
5329,451,38,2133,18,8.2
5330,451,38,2133,22,5.84
5331,957,47,2134,4,8.09
5332,957,47,2134,4,8.09
5333,773,72,2135,34,9.73
5334,773,72,2135,4,8.15
5335,773,72,2135,15,10.09
5336,552,98,2136,20,8.34
5337,552,98,2136,43,6.96
5338,766,99,2137,17,5.46
5339,766,99,2137,26,8.59
5340,766,99,2137,26,8.59
5341,257,48,2138,1,6.03
5342,257,48,2138,9,5.39
5343,257,48,2138,31,7.82
5344,257,48,2138,2,7.08
5345,480,10,2139,38,8.71
5346,703,64,2140,2,7.12
5347,703,64,2140,12,9.34
5348,322,18,2141,11,7.35
5349,322,18,2141,20,8.36
5350,794,95,2142,39,9.8
5351,794,95,2142,32,6.68
5352,311,99,2143,30,10.42
5353,567,63,2144,39,9.8
5354,567,63,2144,6,6.12
5355,567,63,2144,6,6.12
5356,938,6,2145,8,9.15
5357,938,6,2145,8,9.15
5358,938,6,2145,0,5.11
5359,938,6,2145,18,8.32
5360,127,57,2146,32,6.65
5361,127,57,2146,39,9.87
5362,127,57,2146,48,7.98
5363,994,66,2147,9,5.3
5364,223,82,2148,32,6.65
5365,223,82,2148,32,6.65
5366,223,82,2148,38,8.7
5367,640,91,2149,11,7.31
5368,640,91,2149,26,8.56
5369,845,12,2150,5,7.24
5370,845,12,2150,10,9.29
5371,845,12,2150,43,6.97
5372,126,16,2151,7,9.09
5373,213,48,2152,45,8.86
5374,213,48,2152,21,5.66
5375,213,48,2152,2,7.08
5376,213,48,2152,1,6.03
5377,995,85,2153,14,7.48
5378,995,85,2153,39,9.85
5379,995,85,2153,17,5.52
5380,946,33,2154,48,7.88
5381,967,45,2155,47,10.84
5382,967,45,2155,42,10.68
5383,522,51,2156,37,6.76
5384,522,51,2156,20,8.39
5385,522,51,2156,17,5.45
5386,193,45,2157,49,10.97
5387,193,45,2157,31,7.72
5388,193,45,2157,42,10.68
5389,980,84,2158,15,10.05
5390,980,84,2158,5,7.26
5391,980,84,2158,45,8.93
5392,740,45,2159,49,10.97
5393,740,45,2159,47,10.84
5394,740,45,2159,42,10.68
5395,740,45,2159,49,10.97
5396,340,10,2160,9,5.31
5397,340,10,2160,9,5.31
5398,648,28,2161,25,9.48
5399,648,28,2161,14,7.52
5400,648,28,2161,14,7.52
5401,648,28,2161,5,7.15
5402,705,33,2162,2,7.07
5403,705,33,2162,3,5.21
5404,828,0,2163,12,9.42
5405,611,40,2164,33,9.62
5406,611,40,2164,1,6.05
5407,611,40,2164,32,6.7
5408,100,9,2165,13,6.23
5409,162,28,2166,48,7.86
5410,162,28,2166,37,6.71
5411,291,84,2167,45,8.93
5412,162,28,2168,25,9.48
5413,824,87,2169,31,7.75
5414,824,87,2169,26,8.53
5415,824,87,2169,14,7.56
5416,824,87,2169,38,8.76
5417,916,30,2170,17,5.43
5418,365,26,2171,15,10.08
5419,365,26,2171,38,8.81
5420,365,26,2171,17,5.57
5421,4,12,2172,0,5.07
5422,4,12,2172,34,9.69
5423,4,12,2172,43,6.97
5424,4,12,2172,43,6.97
5425,755,74,2173,13,6.23
5426,755,74,2173,16,6.34
5427,56,95,2174,43,6.94
5428,56,95,2174,43,6.94
5429,56,95,2174,26,8.58
5430,395,37,2175,17,5.51
5431,881,60,2176,9,5.29
5432,881,60,2176,42,10.73
5433,881,60,2176,25,9.55
5434,881,60,2176,12,9.41
5435,257,48,2177,21,5.66
5436,789,12,2178,34,9.69
5437,789,12,2178,43,6.97
5438,134,36,2179,38,8.7
5439,134,36,2179,38,8.7
5440,603,3,2180,4,8.11
5441,603,3,2180,1,6.03
5442,603,3,2180,1,6.03
5443,721,38,2181,32,6.66
5444,721,38,2181,24,10.16
5445,721,38,2181,35,10.47
5446,721,38,2181,21,5.63
5447,496,87,2182,14,7.56
5448,496,87,2182,8,9.2
5449,496,87,2182,38,8.76
5450,338,16,2183,49,10.92
5451,338,16,2183,22,5.72
5452,338,16,2183,41,10.57
5453,338,16,2183,34,9.69
5454,601,21,2184,25,9.53
5455,816,24,2185,45,8.84
5456,113,46,2186,12,9.34
5457,113,46,2186,35,10.54
5458,113,46,2186,35,10.54
5459,113,46,2186,43,6.92
5460,683,49,2187,14,7.48
5461,683,49,2187,4,8.15
5462,683,49,2187,14,7.48
5463,886,27,2188,2,7.13
5464,886,27,2188,19,6.47
5465,886,27,2188,15,10.05
5466,418,12,2189,14,7.43
5467,418,12,2189,10,9.29
5468,564,69,2190,4,8.1
5469,564,69,2190,1,6.08
5470,564,69,2190,20,8.4
5471,564,69,2190,3,5.24
5472,154,46,2191,22,5.77
5473,154,46,2191,22,5.77
5474,154,46,2191,8,9.18
5475,757,39,2192,31,7.78
5476,757,39,2192,9,5.4
5477,28,45,2193,49,10.97
5478,28,45,2193,42,10.68
5479,28,45,2193,49,10.97
5480,28,45,2193,47,10.84
5481,404,22,2194,15,10.06
5482,421,77,2195,6,6.12
5483,781,61,2196,28,10.36
5484,781,61,2196,11,7.31
5485,781,61,2196,40,6.89
5486,451,38,2197,18,8.2
5487,451,38,2197,21,5.63
5488,451,38,2197,24,10.16
5489,451,38,2197,21,5.63
5490,836,35,2198,41,10.56
5491,836,35,2198,41,10.56
5492,836,35,2198,18,8.27
5493,836,35,2198,2,7.02
5494,846,99,2199,41,10.62
5495,846,99,2199,41,10.62
5496,846,99,2199,20,8.37
5497,846,99,2199,26,8.59
5498,668,89,2200,45,8.91
5499,668,89,2200,16,6.34
5500,668,89,2200,22,5.8
5501,447,48,2201,32,6.7
5502,447,48,2201,36,5.99
5503,447,48,2201,45,8.86
5504,447,48,2201,11,7.32
5505,796,79,2202,7,9.03
5506,796,79,2202,47,10.9
5507,796,79,2202,15,10.09
5508,340,10,2203,8,9.17
5509,340,10,2203,24,10.12
5510,340,10,2203,17,5.51
5511,671,69,2204,3,5.24
5512,671,69,2204,3,5.24
5513,671,69,2204,29,6.58
5514,224,28,2205,48,7.86
5515,660,30,2206,34,9.68
5516,660,30,2206,46,10.76
5517,660,30,2206,33,9.57
5518,623,77,2207,18,8.32
5519,623,77,2207,19,6.45
5520,134,36,2208,32,6.64
5521,134,36,2208,38,8.7
5522,134,36,2208,17,5.51
5523,134,36,2208,17,5.51
5524,390,49,2209,8,9.12
5525,390,49,2209,8,9.12
5526,390,49,2209,46,10.78
5527,390,49,2209,8,9.12
5528,514,58,2210,22,5.83
5529,514,58,2210,19,6.43
5530,514,58,2210,48,7.87
5531,456,16,2211,39,9.79
5532,456,16,2211,9,5.29
5533,456,16,2211,31,7.8
5534,456,16,2211,34,9.69
5535,122,42,2212,16,6.33
5536,122,42,2212,17,5.46
5537,234,50,2213,43,6.91
5538,234,50,2213,43,6.91
5539,234,50,2213,24,10.15
5540,234,50,2213,18,8.26
5541,277,38,2214,24,10.16
5542,277,38,2214,22,5.84
5543,277,38,2214,36,5.99
5544,708,67,2215,2,7.1
5545,822,32,2216,3,5.21
5546,822,32,2216,15,10.08
5547,822,32,2216,3,5.21
5548,822,32,2216,32,6.63
5549,481,5,2217,18,8.27
5550,976,44,2218,39,9.83
5551,976,44,2218,24,10.14
5552,390,49,2219,6,6.19
5553,390,49,2219,8,9.12
5554,390,49,2219,6,6.19
5555,390,49,2219,3,5.18
5556,33,25,2220,26,8.61
5557,33,25,2220,33,9.67
5558,33,25,2220,33,9.67
5559,33,25,2220,20,8.42
5560,938,88,2221,18,8.32
5561,938,88,2221,0,5.05
5562,938,88,2221,47,10.88
5563,681,77,2222,42,10.65
5564,73,66,2223,17,5.51
5565,73,66,2223,9,5.3
5566,73,66,2223,27,10.19
5567,73,66,2223,16,6.31
5568,362,71,2224,17,5.51
5569,679,98,2225,20,8.34
5570,679,98,2225,48,7.92
5571,679,98,2225,43,6.96
5572,806,98,2226,0,5.04
5573,940,32,2227,22,5.86
5574,940,32,2227,15,10.08
5575,986,58,2228,31,7.82
5576,775,64,2229,9,5.29
5577,775,64,2229,14,7.44
5578,895,17,2230,27,10.21
5579,895,17,2230,46,10.8
5580,520,49,2231,4,8.15
5581,520,49,2231,4,8.15
5582,520,49,2231,3,5.18
5583,490,58,2232,7,9.07
5584,490,58,2232,7,9.07
5585,724,48,2233,45,8.86
5586,724,48,2233,32,6.7
5587,724,48,2233,1,6.03
5588,577,53,2234,22,5.76
5589,577,53,2234,22,5.76
5590,577,53,2234,37,6.74
5591,577,53,2234,37,6.74
5592,949,16,2235,41,10.57
5593,949,16,2235,39,9.79
5594,949,16,2235,11,7.39
5595,949,16,2235,26,8.6
5596,868,48,2236,2,7.08
5597,868,48,2236,2,7.08
5598,133,57,2237,48,7.98
5599,133,57,2237,6,6.18
5600,133,57,2237,39,9.87
5601,312,73,2238,5,7.22
5602,312,73,2238,18,8.19
5603,47,41,2239,33,9.62
5604,892,11,2240,48,7.87
5605,806,98,2241,7,9.1
5606,806,98,2241,48,7.92
5607,755,77,2242,18,8.32
5608,755,77,2242,42,10.65
5609,755,77,2242,7,9.03
5610,606,4,2243,36,5.87
5611,606,4,2243,23,7.66
5612,606,4,2243,4,8.15
5613,606,4,2243,23,7.66
5614,535,0,2244,45,8.84
5615,535,0,2244,39,9.82
5616,327,7,2245,18,8.25
5617,327,7,2245,18,8.25
5618,327,7,2245,16,6.3
5619,641,49,2246,3,5.18
5620,641,49,2246,8,9.12
5621,641,49,2246,46,10.78
5622,681,43,2247,0,5.03
5623,421,94,2248,20,8.43
5624,637,64,2249,1,6.06
5625,637,64,2249,49,10.96
5626,870,13,2250,8,9.16
5627,870,13,2250,9,5.32
5628,870,13,2250,13,6.22
5629,870,13,2250,34,9.74
5630,436,73,2251,3,5.25
5631,436,73,2251,18,8.19
5632,436,73,2251,20,8.41
5633,436,73,2251,5,7.22
5634,997,17,2252,14,7.45
5635,997,17,2252,14,7.45
5636,997,17,2252,14,7.45
5637,997,17,2252,22,5.71
5638,725,70,2253,36,5.97
5639,725,70,2253,28,10.34
5640,725,70,2253,33,9.6
5641,787,83,2254,0,5.01
5642,841,71,2255,17,5.51
5643,841,71,2255,39,9.83
5644,841,71,2255,44,9.91
5645,399,64,2256,14,7.44
5646,399,64,2256,1,6.06
5647,399,64,2256,3,5.25
5648,399,64,2256,9,5.29
5649,175,27,2257,2,7.13
5650,175,27,2257,21,5.69
5651,175,27,2257,15,10.05
5652,175,27,2257,26,8.66
5653,138,40,2258,7,9.02
5654,138,40,2258,32,6.7
5655,138,40,2258,1,6.05
5656,306,57,2259,48,7.98
5657,306,57,2259,39,9.87
5658,306,57,2259,32,6.65
5659,306,57,2259,39,9.87
5660,675,23,2260,11,7.37
5661,40,92,2261,2,7.09
5662,40,92,2261,8,9.12
5663,678,51,2262,3,5.17
5664,678,51,2262,20,8.39
5665,678,51,2262,3,5.17
5666,776,40,2263,32,6.7
5667,776,40,2263,33,9.62
5668,776,40,2263,38,8.69
5669,776,40,2263,45,8.89
5670,890,98,2264,48,7.92
5671,890,98,2264,17,5.51
5672,389,94,2265,24,10.11
5673,389,94,2265,24,10.11
5674,389,94,2265,31,7.76
5675,804,39,2266,43,6.92
5676,804,39,2266,12,9.39
5677,804,39,2266,34,9.73
5678,638,80,2267,49,10.93
5679,638,80,2267,34,9.7
5680,638,80,2267,12,9.43
5681,638,80,2267,49,10.93
5682,563,18,2268,18,8.21
5683,727,4,2269,36,5.87
5684,727,4,2269,4,8.15
5685,600,96,2270,45,8.89
5686,737,79,2271,26,8.61
5687,737,79,2271,27,10.19
5688,737,79,2271,13,6.23
5689,197,17,2272,2,7.05
5690,197,17,2272,27,10.21
5691,197,17,2272,46,10.8
5692,824,87,2273,31,7.75
5693,824,87,2273,1,6.07
5694,685,76,2274,4,8.01
5695,188,16,2275,7,9.09
5696,188,16,2275,22,5.72
5697,188,16,2275,34,9.69
5698,188,16,2275,39,9.79
5699,329,59,2276,43,6.92
5700,329,59,2276,29,6.55
5701,329,59,2276,43,6.92
5702,258,92,2277,22,5.74
5703,258,92,2277,49,10.94
5704,258,92,2277,18,8.28
5705,212,26,2278,6,6.12
5706,212,26,2278,0,5.0
5707,567,71,2279,39,9.83
5708,574,35,2280,18,8.27
5709,574,35,2280,40,6.8
5710,574,35,2280,11,7.32
5711,414,26,2281,17,5.57
5712,414,26,2281,17,5.57
5713,484,57,2282,32,6.65
5714,484,57,2282,12,9.36
5715,484,57,2282,39,9.87
5716,393,85,2283,8,9.12
5717,393,85,2283,14,7.48
5718,393,85,2283,39,9.85
5719,393,85,2283,11,7.29
5720,757,34,2284,20,8.36
5721,757,34,2284,29,6.58
5722,589,90,2285,15,10.09
5723,589,90,2285,0,5.13
5724,364,50,2286,25,9.53
5725,714,51,2287,20,8.39
5726,714,51,2287,3,5.17
5727,714,51,2287,2,7.0
5728,714,51,2287,15,10.02
5729,923,30,2288,45,8.87
5730,923,30,2288,33,9.57
5731,923,30,2288,21,5.61
5732,923,30,2288,8,9.21
5733,419,53,2289,37,6.74
5734,419,53,2289,37,6.74
5735,419,53,2289,37,6.74
5736,419,53,2289,23,7.64
5737,20,50,2290,27,10.26
5738,419,27,2291,21,5.69
5739,419,27,2291,21,5.69
5740,419,27,2291,6,6.15
5741,73,67,2292,26,8.52
5742,73,67,2292,45,8.92
5743,73,67,2292,4,8.07
5744,73,67,2292,16,6.37
5745,435,9,2293,4,8.13
5746,435,9,2293,21,5.6
5747,435,9,2293,32,6.64
5748,4,59,2294,29,6.55
5749,4,59,2294,12,9.39
5750,236,92,2295,49,10.94
5751,236,92,2295,18,8.28
5752,335,63,2296,20,8.4
5753,335,63,2296,10,9.31
5754,612,95,2297,27,10.2
5755,612,95,2297,27,10.2
5756,612,95,2297,21,5.61
5757,846,62,2298,21,5.66
5758,846,62,2298,21,5.66
5759,391,72,2299,4,8.15
5760,391,72,2299,17,5.52
5761,391,72,2299,34,9.73
5762,391,72,2299,4,8.15
5763,509,78,2300,17,5.48
5764,509,78,2300,17,5.48
5765,444,33,2301,38,8.83
5766,444,33,2301,25,9.55
5767,444,33,2301,25,9.55
5768,444,33,2301,8,9.21
5769,340,91,2302,35,10.46
5770,340,91,2302,36,5.93
5771,717,84,2303,3,5.19
5772,717,84,2303,15,10.05
5773,717,84,2303,25,9.47
5774,717,84,2303,3,5.19
5775,223,82,2304,32,6.65
5776,223,82,2304,3,5.28
5777,842,13,2305,8,9.16
5778,842,13,2305,20,8.36
5779,842,13,2305,8,9.16
5780,842,13,2305,33,9.66
5781,194,41,2306,49,10.98
5782,37,97,2307,43,6.92
5783,37,97,2307,10,9.3
5784,923,30,2308,46,10.76
5785,923,30,2308,17,5.43
5786,923,30,2308,27,10.24
5787,970,91,2309,11,7.31
5788,697,96,2310,22,5.82
5789,979,91,2311,35,10.46
5790,979,91,2311,3,5.26
5791,776,43,2312,0,5.03
5792,776,43,2312,5,7.25
5793,776,43,2312,19,6.45
5794,776,43,2312,0,5.03
5795,470,25,2313,22,5.77
5796,470,25,2313,1,6.0
5797,470,25,2313,1,6.0
5798,470,25,2313,18,8.25
5799,73,66,2314,24,10.1
5800,73,66,2314,17,5.51
5801,640,74,2315,28,10.29
5802,640,74,2315,29,6.51
5803,619,33,2316,40,6.89
5804,619,33,2316,34,9.67
5805,619,33,2316,40,6.89
5806,522,73,2317,18,8.19
5807,522,73,2317,18,8.19
5808,522,73,2317,25,9.53
5809,522,73,2317,5,7.22
5810,979,91,2318,17,5.56
5811,979,91,2318,26,8.56
5812,979,91,2318,7,9.11
5813,979,91,2318,3,5.26
5814,455,32,2319,15,10.08
5815,672,66,2320,9,5.3
5816,950,36,2321,4,8.06
5817,950,36,2321,17,5.51
5818,950,36,2321,39,9.8
5819,722,20,2322,42,10.71
5820,722,20,2322,25,9.51
5821,722,20,2322,27,10.27
5822,722,20,2322,12,9.42
5823,596,59,2323,11,7.35
5824,596,59,2323,45,8.9
5825,596,59,2323,43,6.92
5826,64,42,2324,12,9.41
5827,64,42,2324,36,5.95
5828,64,42,2324,36,5.95
5829,222,91,2325,48,7.95
5830,222,91,2325,22,5.78
5831,779,3,2326,31,7.83
5832,779,3,2326,4,8.11
5833,779,3,2326,8,9.2
5834,874,62,2327,28,10.27
5835,874,62,2327,49,10.96
5836,924,55,2328,46,10.78
5837,302,50,2329,22,5.79
5838,302,50,2329,24,10.15
5839,302,50,2329,25,9.53
5840,325,7,2330,42,10.69
5841,325,7,2330,16,6.3
5842,325,7,2330,16,6.3
5843,183,35,2331,37,6.75
5844,183,35,2331,40,6.8
5845,952,6,2332,45,8.99
5846,952,6,2332,31,7.84
5847,238,47,2333,4,8.09
5848,238,47,2333,40,6.84
5849,238,47,2333,34,9.76
5850,895,17,2334,14,7.45
5851,829,18,2335,18,8.21
5852,829,18,2335,23,7.64
5853,250,10,2336,17,5.51
5854,250,10,2336,24,10.12
5855,250,10,2336,8,9.17
5856,250,10,2336,9,5.31
5857,47,41,2337,38,8.81
5858,307,84,2338,28,10.31
5859,307,84,2338,15,10.05
5860,46,35,2339,37,6.75
5861,46,35,2339,18,8.27
5862,46,35,2339,41,10.56
5863,46,35,2339,18,8.27
5864,69,2,2340,34,9.77
5865,541,50,2341,25,9.53
5866,541,50,2341,25,9.53
5867,541,50,2341,24,10.15
5868,541,50,2341,22,5.79
5869,969,51,2342,3,5.17
5870,969,51,2342,17,5.45
5871,822,76,2343,3,5.22
5872,53,60,2344,31,7.8
5873,53,60,2344,26,8.53
5874,53,60,2344,33,9.65
5875,53,60,2344,31,7.8
5876,371,10,2345,13,6.29
5877,902,12,2346,5,7.24
5878,760,69,2347,1,6.08
5879,760,69,2347,3,5.24
5880,121,25,2348,26,8.61
5881,121,25,2348,33,9.67
5882,121,25,2348,49,10.95
5883,105,76,2349,45,8.85
5884,448,90,2350,21,5.63
5885,250,77,2351,7,9.03
5886,25,66,2352,20,8.49
5887,25,66,2352,20,8.49
5888,25,66,2352,27,10.19
5889,373,28,2353,25,9.48
5890,373,28,2353,5,7.15
5891,917,82,2354,46,10.77
5892,917,82,2354,32,6.65
5893,384,7,2355,43,6.92
5894,305,43,2356,5,7.25
5895,305,43,2356,19,6.45
5896,305,43,2356,4,8.14
5897,345,87,2357,37,6.75
5898,345,87,2357,37,6.75
5899,200,41,2358,49,10.98
5900,200,41,2358,32,6.63
5901,3,99,2359,22,5.76
5902,856,71,2360,45,8.93
5903,856,71,2360,35,10.49
5904,537,13,2361,23,7.68
5905,928,4,2362,36,5.87
5906,872,14,2363,13,6.27
5907,872,14,2363,2,7.09
5908,872,14,2363,20,8.35
5909,265,7,2364,43,6.92
5910,265,7,2364,18,8.25
5911,265,7,2364,43,6.92
5912,265,7,2364,4,8.16
5913,426,12,2365,20,8.48
5914,426,12,2365,43,6.97
5915,789,12,2366,14,7.43
5916,789,12,2366,34,9.69
5917,789,12,2366,34,9.69
5918,789,12,2366,20,8.48
5919,732,11,2367,23,7.71
5920,732,11,2367,32,6.67
5921,560,10,2368,9,5.31
5922,560,10,2368,24,10.12
5923,560,10,2368,8,9.17
5924,560,10,2368,9,5.31
5925,265,7,2369,7,9.04
5926,563,18,2370,44,9.91
5927,563,18,2370,18,8.21
5928,266,96,2371,0,5.14
5929,174,78,2372,40,6.83
5930,174,78,2372,47,10.84
5931,174,78,2372,49,10.99
5932,252,54,2373,40,6.85
5933,252,54,2373,5,7.28
5934,917,82,2374,7,9.03
5935,917,82,2374,17,5.54
5936,917,82,2374,34,9.75
5937,917,82,2374,33,9.66
5938,12,89,2375,28,10.32
5939,12,89,2375,45,8.91
5940,36,43,2376,4,8.14
5941,527,28,2377,24,10.12
5942,710,33,2378,48,7.88
5943,710,33,2378,48,7.88
5944,710,33,2378,3,5.21
5945,710,33,2378,43,6.9
5946,418,5,2379,11,7.4
5947,802,85,2380,39,9.85
